cod_ine,municipio,provincia,pob,pob_previa,var
40118,Marazuela,Segovia,54,54,0.054
40119,Martín Miguel,Segovia,229,229,0.229
40120,Martín Muñoz de la Dehesa,Segovia,232,232,0.232
40121,Martín Muñoz de las Posadas,Segovia,277,277,0.277
40122,Marugán,Segovia,712,712,0.712
40124,Mata de Cuéllar,Segovia,249,249,0.249
40123,Matabuena,Segovia,188,188,0.188
40125,La Matilla,Segovia,82,82,0.082
40126,Melque de Cercos,Segovia,59,59,0.059
40127,Membibre de la Hoz,Segovia,35,35,0.035
40128,Migueláñez,Segovia,130,130,0.13
40129,Montejo de Arévalo,Segovia,174,174,0.174
40130,Montejo de la Vega de la Serrezuela,Segovia,138,138,0.138
40131,Monterrubio,Segovia,61,61,0.061
40132,Moral de Hornuez,Segovia,45,45,0.045
40134,Mozoncillo,Segovia,849,849,0.849
40135,Muñopedro,Segovia,315,315,0.315
40136,Muñoveros,Segovia,142,142,0.142
40138,Nava de la Asunción,Segovia,2735,2735,2.735
40139,Navafría,Segovia,297,297,0.297
40140,Navalilla,Segovia,95,95,0.095
40141,Navalmanzano,Segovia,1054,1054,1.054
40142,Navares de Ayuso,Segovia,51,51,0.051
40143,Navares de Enmedio,Segovia,92,92,0.092
40144,Navares de las Cuevas,Segovia,23,23,0.023
40145,Navas de Oro,Segovia,1305,1305,1.305
40904,Navas de Riofrío,Segovia,375,375,0.375
40146,Navas de San Antonio,Segovia,368,368,0.368
40148,Nieva,Segovia,264,264,0.264
40149,Olombrada,Segovia,521,521,0.521
40150,Orejana,Segovia,66,66,0.066
40151,Ortigosa de Pestaño,Segovia,45,45,0.045
40901,Ortigosa del Monte,Segovia,582,582,0.582
40152,Otero de Herreros,Segovia,957,957,0.957
40154,Pajarejos,Segovia,24,24,0.024
40155,Palazuelos de Eresma,Segovia,5599,5599,5.599
40156,Pedraza,Segovia,348,348,0.348
40157,Pelayos del Arroyo,Segovia,52,52,0.052
40158,Perosillo,Segovia,15,15,0.015
40159,Pinarejos,Segovia,175,175,0.175
40160,Pinarnegrillo,Segovia,90,90,0.09
40162,Prádena,Segovia,513,513,0.513
40163,Puebla de Pedraza,Segovia,42,42,0.042
40164,Rapariegos,Segovia,200,200,0.2
40181,Real Sitio de San Ildefonso,Segovia,5234,5234,5.234
40165,Rebollo,Segovia,74,74,0.074
40166,Remondo,Segovia,311,311,0.311
40168,Riaguas de San Bartolomé,Segovia,26,26,0.026
40170,Riaza,Segovia,2141,2141,2.141
40171,Ribota,Segovia,44,44,0.044
40172,Riofrío de Riaza,Segovia,32,32,0.032
40173,Roda de Eresma,Segovia,201,201,0.201
40174,Sacramenia,Segovia,385,385,0.385
40176,Samboal,Segovia,446,446,0.446
40177,San Cristóbal de Cuéllar,Segovia,134,134,0.134
40178,San Cristóbal de la Vega,Segovia,87,87,0.087
40906,San Cristóbal de Segovia,Segovia,3118,3118,3.118
40182,San Martín y Mudrián,Segovia,242,242,0.242
40183,San Miguel de Bernuy,Segovia,138,138,0.138
40184,San Pedro de Gaíllos,Segovia,287,287,0.287
40179,Sanchonuño,Segovia,976,976,0.976
40180,Sangarcía,Segovia,300,300,0.3
40185,Santa María la Real de Nieva,Segovia,919,919,0.919
40186,Santa Marta del Cerro,Segovia,41,41,0.041
40188,Santiuste de Pedraza,Segovia,87,87,0.087
40189,Santiuste de San Juan Bautista,Segovia,530,530,0.53
40190,Santo Domingo de Pirón,Segovia,56,56,0.056
40191,Santo Tomé del Puerto,Segovia,258,258,0.258
40192,Sauquillo de Cabezas,Segovia,141,141,0.141
40193,Sebúlcor,Segovia,263,263,0.263
40194,Segovia,Segovia,51234,51234,51.234
40195,Sepúlveda,Segovia,995,995,0.995
40196,Sequera de Fresno,Segovia,29,29,0.029
40198,Sotillo,Segovia,29,29,0.029
40199,Sotosalbos,Segovia,135,135,0.135
40200,Tabanera la Luenga,Segovia,51,51,0.051
40201,Tolocirio,Segovia,47,47,0.047
40206,Torre Val de San Pedro,Segovia,198,198,0.198
40202,Torreadrada,Segovia,50,50,0.05
40203,Torrecaballeros,Segovia,1391,1391,1.391
40204,Torrecilla del Pinar,Segovia,165,165,0.165
40205,Torreiglesias,Segovia,259,259,0.259
40207,Trescasas,Segovia,1077,1077,1.077
40208,Turégano,Segovia,996,996,0.996
40210,Urueñas,Segovia,104,104,0.104
40211,Valdeprados,Segovia,70,70,0.07
40212,Valdevacas de Montejo,Segovia,28,28,0.028
40213,Valdevacas y Guijar,Segovia,96,96,0.096
40218,Valle de Tabladillo,Segovia,80,80,0.08
40219,Vallelado,Segovia,719,719,0.719
40220,Valleruela de Pedraza,Segovia,73,73,0.073
40221,Valleruela de Sepúlveda,Segovia,53,53,0.053
40214,Valseca,Segovia,229,229,0.229
40215,Valtiendas,Segovia,79,79,0.079
40216,Valverde del Majano,Segovia,1110,1110,1.11
40222,Veganzones,Segovia,215,215,0.215
40223,Vegas de Matute,Segovia,315,315,0.315
40224,Ventosilla y Tejadilla,Segovia,17,17,0.017
40225,Villacastín,Segovia,1485,1485,1.485
40228,Villaverde de Íscar,Segovia,568,568,0.568
40229,Villaverde de Montejo,Segovia,28,28,0.028
40230,Villeguillo,Segovia,104,104,0.104
40231,Yanguas de Eresma,Segovia,127,127,0.127
40233,Zarzuela del Monte,Segovia,509,509,0.509
40234,Zarzuela del Pinar,Segovia,422,422,0.422
41001,Aguadulce,Sevilla,2029,2029,2.029
41002,Alanís,Sevilla,1708,1708,1.708
41003,Albaida del Aljarafe,Sevilla,3237,3237,3.237
41004,Alcalá de Guadaíra,Sevilla,75722,75722,75.722
41005,Alcalá del Río,Sevilla,12298,12298,12.298
41006,Alcolea del Río,Sevilla,3358,3358,3.358
41007,La Algaba,Sevilla,16566,16566,16.566
41008,Algámitas,Sevilla,1256,1256,1.256
41009,Almadén de la Plata,Sevilla,1332,1332,1.332
41010,Almensilla,Sevilla,6304,6304,6.304
41011,Arahal,Sevilla,19470,19470,19.47
41012,Aznalcázar,Sevilla,4658,4658,4.658
41013,Aznalcóllar,Sevilla,6099,6099,6.099
41014,Badolatosa,Sevilla,3098,3098,3.098
41015,Benacazón,Sevilla,7341,7341,7.341
41016,Bollullos de la Mitación,Sevilla,11081,11081,11.081
41017,Bormujos,Sevilla,22452,22452,22.452
41018,Brenes,Sevilla,12566,12566,12.566
41019,Burguillos,Sevilla,6907,6907,6.907
41020,Las Cabezas de San Juan,Sevilla,16359,16359,16.359
41021,Camas,Sevilla,27643,27643,27.643
41022,La Campana,Sevilla,5232,5232,5.232
41023,Cantillana,Sevilla,10748,10748,10.748
41901,Cañada Rosal,Sevilla,3350,3350,3.35
41024,Carmona,Sevilla,29210,29210,29.21
41025,Carrión de los Céspedes,Sevilla,2588,2588,2.588
41026,Casariche,Sevilla,5381,5381,5.381
41027,Castilblanco de los Arroyos,Sevilla,5110,5110,5.11
41028,Castilleja de Guzmán,Sevilla,2871,2871,2.871
41029,Castilleja de la Cuesta,Sevilla,17377,17377,17.377
41030,Castilleja del Campo,Sevilla,632,632,0.632
41031,El Castillo de las Guardas,Sevilla,1507,1507,1.507
41032,Cazalla de la Sierra,Sevilla,4752,4752,4.752
41033,Constantina,Sevilla,5864,5864,5.864
41034,Coria del Río,Sevilla,30876,30876,30.876
41035,Coripe,Sevilla,1243,1243,1.243
41036,El Coronil,Sevilla,4697,4697,4.697
41037,Los Corrales,Sevilla,3980,3980,3.98
41903,El Cuervo de Sevilla,Sevilla,8647,8647,8.647
41038,Dos Hermanas,Sevilla,136296,136296,136.296
41039,Écija,Sevilla,39866,39866,39.866
41040,Espartinas,Sevilla,16045,16045,16.045
41041,Estepa,Sevilla,12479,12479,12.479
41042,Fuentes de Andalucía,Sevilla,7169,7169,7.169
41043,El Garrobo,Sevilla,813,813,0.813
41044,Gelves,Sevilla,10331,10331,10.331
41045,Gerena,Sevilla,7747,7747,7.747
41046,Gilena,Sevilla,3719,3719,3.719
41047,Gines,Sevilla,13570,13570,13.57
41048,Guadalcanal,Sevilla,2590,2590,2.59
41049,Guillena,Sevilla,13108,13108,13.108
41050,Herrera,Sevilla,6503,6503,6.503
41051,Huévar del Aljarafe,Sevilla,3126,3126,3.126
41902,Isla Mayor,Sevilla,5839,5839,5.839
41052,Lantejuela,Sevilla,3867,3867,3.867
41053,Lebrija,Sevilla,27621,27621,27.621
41054,Lora de Estepa,Sevilla,876,876,0.876
41055,Lora del Río,Sevilla,18633,18633,18.633
41056,La Luisiana,Sevilla,4598,4598,4.598
41057,El Madroño,Sevilla,299,299,0.299
41058,Mairena del Alcor,Sevilla,23908,23908,23.908
41059,Mairena del Aljarafe,Sevilla,46903,46903,46.903
41060,Marchena,Sevilla,19378,19378,19.378
41061,Marinaleda,Sevilla,2627,2627,2.627
41062,Martín de la Jara,Sevilla,2662,2662,2.662
41063,Los Molares,Sevilla,3555,3555,3.555
41064,Montellano,Sevilla,7020,7020,7.02
41065,Morón de la Frontera,Sevilla,27581,27581,27.581
41066,Las Navas de la Concepción,Sevilla,1540,1540,1.54
41067,Olivares,Sevilla,9466,9466,9.466
41068,Osuna,Sevilla,17595,17595,17.595
41069,Los Palacios y Villafranca,Sevilla,38698,38698,38.698
41904,El Palmar de Troya,Sevilla,2344,2344,2.344
41070,Palomares del Río,Sevilla,9036,9036,9.036
41071,Paradas,Sevilla,6895,6895,6.895
41072,Pedrera,Sevilla,5178,5178,5.178
41073,El Pedroso,Sevilla,2032,2032,2.032
41074,Peñaflor,Sevilla,3659,3659,3.659
41075,Pilas,Sevilla,13914,13914,13.914
41076,Pruna,Sevilla,2614,2614,2.614
41077,La Puebla de Cazalla,Sevilla,10909,10909,10.909
41078,La Puebla de los Infantes,Sevilla,2993,2993,2.993
41079,La Puebla del Río,Sevilla,11869,11869,11.869
41080,El Real de la Jara,Sevilla,1514,1514,1.514
41081,La Rinconada,Sevilla,39201,39201,39.201
41082,La Roda de Andalucía,Sevilla,4220,4220,4.22
41083,El Ronquillo,Sevilla,1434,1434,1.434
41084,El Rubio,Sevilla,3377,3377,3.377
41085,Salteras,Sevilla,5650,5650,5.65
41086,San Juan de Aznalfarache,Sevilla,22284,22284,22.284
41088,San Nicolás del Puerto,Sevilla,610,610,0.61
41087,Sanlúcar la Mayor,Sevilla,14027,14027,14.027
41089,Santiponce,Sevilla,8531,8531,8.531
41090,El Saucejo,Sevilla,4254,4254,4.254
41091,Sevilla,Sevilla,684340,684340,684.34
41092,Tocina,Sevilla,9535,9535,9.535
41093,Tomares,Sevilla,25491,25491,25.491
41094,Umbrete,Sevilla,9105,9105,9.105
41095,Utrera,Sevilla,51229,51229,51.229
41096,Valencina de la Concepción,Sevilla,7919,7919,7.919
41097,Villamanrique de la Condesa,Sevilla,4508,4508,4.508
41100,Villanueva de San Juan,Sevilla,1075,1075,1.075
41098,Villanueva del Ariscal,Sevilla,6701,6701,6.701
41099,Villanueva del Río y Minas,Sevilla,4918,4918,4.918
41101,Villaverde del Río,Sevilla,7819,7819,7.819
41102,El Viso del Alcor,Sevilla,19294,19294,19.294
42001,Abejar,Soria,270,270,0.27
42003,Adradas,Soria,64,64,0.064
42004,Ágreda,Soria,3001,3001,3.001
42006,Alconaba,Soria,193,193,0.193
42007,Alcubilla de Avellaneda,Soria,113,113,0.113
42008,Alcubilla de las Peñas,Soria,51,51,0.051
42009,Aldealafuente,Soria,90,90,0.09
42010,Aldealices,Soria,30,30,0.03
42011,Aldealpozo,Soria,17,17,0.017
42012,Aldealseñor,Soria,32,32,0.032
42013,Aldehuela de Periáñez,Soria,33,33,0.033
42014,Las Aldehuelas,Soria,56,56,0.056
42015,Alentisque,Soria,26,26,0.026
42016,Aliud,Soria,22,22,0.022
42017,Almajano,Soria,189,189,0.189
42018,Almaluez,Soria,127,127,0.127
42019,Almarza,Soria,642,642,0.642
42020,Almazán,Soria,5401,5401,5.401
42021,Almazul,Soria,65,65,0.065
42022,Almenar de Soria,Soria,234,234,0.234
42023,Alpanseque,Soria,54,54,0.054
42024,Arancón,Soria,84,84,0.084
42025,Arcos de Jalón,Soria,1469,1469,1.469
42026,Arenillas,Soria,49,49,0.049
42027,Arévalo de la Sierra,Soria,73,73,0.073
42028,Ausejo de la Sierra,Soria,95,95,0.095
42029,Baraona,Soria,128,128,0.128
42030,Barca,Soria,109,109,0.109
42031,Barcones,Soria,21,21,0.021
42032,Bayubas de Abajo,Soria,136,136,0.136
42033,Bayubas de Arriba,Soria,61,61,0.061
42034,Beratón,Soria,38,38,0.038
42035,Berlanga de Duero,Soria,876,876,0.876
42036,Blacos,Soria,41,41,0.041
42037,Bliecos,Soria,29,29,0.029
42038,Borjabad,Soria,33,33,0.033
42039,Borobia,Soria,244,244,0.244
42041,Buberos,Soria,29,29,0.029
42042,Buitrago,Soria,72,72,0.072
42043,Burgo de Osma-Ciudad de Osma,Soria,5020,5020,5.02
42044,Cabrejas del Campo,Soria,49,49,0.049
42045,Cabrejas del Pinar,Soria,349,349,0.349
42046,Calatañazor,Soria,48,48,0.048
42048,Caltojar,Soria,59,59,0.059
42049,Candilichera,Soria,103,103,0.103
42050,Cañamaque,Soria,32,32,0.032
42051,Carabantes,Soria,15,15,0.015
42052,Caracena,Soria,14,14,0.014
42053,Carrascosa de Abajo,Soria,18,18,0.018
42054,Carrascosa de la Sierra,Soria,17,17,0.017
42055,Casarejos,Soria,156,156,0.156
42056,Castilfrío de la Sierra,Soria,35,35,0.035
42058,Castillejo de Robledo,Soria,104,104,0.104
42057,Castilruiz,Soria,159,159,0.159
42059,Centenera de Andaluz,Soria,21,21,0.021
42060,Cerbón,Soria,30,30,0.03
42061,Cidones,Soria,301,301,0.301
42062,Cigudosa,Soria,20,20,0.02
42063,Cihuela,Soria,47,47,0.047
42064,Ciria,Soria,77,77,0.077
42065,Cirujales del Río,Soria,20,20,0.02
42068,Coscurita,Soria,72,72,0.072
42069,Covaleda,Soria,1621,1621,1.621
42070,Cubilla,Soria,27,27,0.027
42071,Cubo de la Solana,Soria,173,173,0.173
42073,Cueva de Ágreda,Soria,67,67,0.067
42075,Dévanos,Soria,79,79,0.079
42076,Deza,Soria,212,212,0.212
42078,Duruelo de la Sierra,Soria,1074,1074,1.074
42079,Escobosa de Almazán,Soria,20,20,0.02
42080,Espeja de San Marcelino,Soria,159,159,0.159
42081,Espejón,Soria,145,145,0.145
42082,Estepa de San Juan,Soria,9,9,0.009
42083,Frechilla de Almazán,Soria,20,20,0.02
42084,Fresno de Caracena,Soria,20,20,0.02
42085,Fuentearmegil,Soria,160,160,0.16
42086,Fuentecambrón,Soria,32,32,0.032
42087,Fuentecantos,Soria,66,66,0.066
42088,Fuentelmonge,Soria,64,64,0.064
42089,Fuentelsaz de Soria,Soria,62,62,0.062
42090,Fuentepinilla,Soria,82,82,0.082
42092,Fuentes de Magaña,Soria,55,55,0.055
42093,Fuentestrún,Soria,42,42,0.042
42094,Garray,Soria,751,751,0.751
42095,Golmayo,Soria,2831,2831,2.831
42096,Gómara,Soria,295,295,0.295
42097,Gormaz,Soria,21,21,0.021
42098,Herrera de Soria,Soria,9,9,0.009
42100,Hinojosa del Campo,Soria,28,28,0.028
42103,Langa de Duero,Soria,692,692,0.692
42105,Liceras,Soria,46,46,0.046
42106,La Losilla,Soria,12,12,0.012
42107,Magaña,Soria,67,67,0.067
42108,Maján,Soria,9,9,0.009
42110,Matalebreras,Soria,67,67,0.067
42111,Matamala de Almazán,Soria,265,265,0.265
42113,Medinaceli,Soria,663,663,0.663
42115,Miño de Medinaceli,Soria,85,85,0.085
42116,Miño de San Esteban,Soria,43,43,0.043
42117,Molinos de Duero,Soria,158,158,0.158
42118,Momblona,Soria,17,17,0.017
42119,Monteagudo de las Vicarías,Soria,179,179,0.179
42120,Montejo de Tiermes,Soria,152,152,0.152
42121,Montenegro de Cameros,Soria,51,51,0.051
42123,Morón de Almazán,Soria,192,192,0.192
42124,Muriel de la Fuente,Soria,54,54,0.054
42125,Muriel Viejo,Soria,81,81,0.081
42127,Nafría de Ucero,Soria,34,34,0.034
42128,Narros,Soria,48,48,0.048
42129,Navaleno,Soria,756,756,0.756
42130,Nepas,Soria,51,51,0.051
42131,Nolay,Soria,58,58,0.058
42132,Noviercas,Soria,157,157,0.157
42134,Ólvega,Soria,3663,3663,3.663
42135,Oncala,Soria,68,68,0.068
42139,Pinilla del Campo,Soria,20,20,0.02
42140,Portillo de Soria,Soria,14,14,0.014
42141,La Póveda de Soria,Soria,111,111,0.111
42142,Pozalmuro,Soria,53,53,0.053
42144,Quintana Redonda,Soria,497,497,0.497
42145,Quintanas de Gormaz,Soria,141,141,0.141
42148,Quiñonería,Soria,8,8,0.008
42149,Los Rábanos,Soria,475,475,0.475
42151,Rebollar,Soria,40,40,0.04
42152,Recuerda,Soria,73,73,0.073
42153,Rello,Soria,13,13,0.013
42154,Renieblas,Soria,110,110,0.11
42155,Retortillo de Soria,Soria,159,159,0.159
42156,Reznos,Soria,30,30,0.03
42157,La Riba de Escalote,Soria,11,11,0.011
42158,Rioseco de Soria,Soria,126,126,0.126
42159,Rollamienta,Soria,41,41,0.041
42160,El Royo,Soria,262,262,0.262
42161,Salduero,Soria,147,147,0.147
42162,San Esteban de Gormaz,Soria,2948,2948,2.948
42163,San Felices,Soria,58,58,0.058
42164,San Leonardo de Yagüe,Soria,2051,2051,2.051
42165,San Pedro Manrique,Soria,643,643,0.643
42166,Santa Cruz de Yanguas,Soria,62,62,0.062
42167,Santa María de Huerta,Soria,266,266,0.266
42168,Santa María de las Hoyas,Soria,90,90,0.09
42171,Serón de Nágima,Soria,130,130,0.13
42172,Soliedra,Soria,31,31,0.031
42173,Soria,Soria,39739,39739,39.739
42174,Sotillo del Rincón,Soria,178,178,0.178
42175,Suellacabras,Soria,26,26,0.026
42176,Tajahuerce,Soria,24,24,0.024
42177,Tajueco,Soria,60,60,0.06
42178,Talveila,Soria,108,108,0.108
42181,Tardelcuende,Soria,421,421,0.421
42182,Taroda,Soria,47,47,0.047
42183,Tejado,Soria,92,92,0.092
42184,Torlengua,Soria,51,51,0.051
42185,Torreblacos,Soria,26,26,0.026
42187,Torrubia de Soria,Soria,61,61,0.061
42188,Trévago,Soria,44,44,0.044
42189,Ucero,Soria,60,60,0.06
42190,Vadillo,Soria,87,87,0.087
42191,Valdeavellano de Tera,Soria,203,203,0.203
42192,Valdegeña,Soria,38,38,0.038
42193,Valdelagua del Cerro,Soria,12,12,0.012
42194,Valdemaluque,Soria,147,147,0.147
42195,Valdenebro,Soria,96,96,0.096
42196,Valdeprado,Soria,6,6,0.006
42197,Valderrodilla,Soria,67,67,0.067
42198,Valtajeros,Soria,21,21,0.021
42200,Velamazán,Soria,72,72,0.072
42201,Velilla de la Sierra,Soria,28,28,0.028
42202,Velilla de los Ajos,Soria,19,19,0.019
42204,Viana de Duero,Soria,54,54,0.054
42205,Villaciervos,Soria,72,72,0.072
42206,Villanueva de Gormaz,Soria,8,8,0.008
42207,Villar del Ala,Soria,47,47,0.047
42208,Villar del Campo,Soria,26,26,0.026
42209,Villar del Río,Soria,153,153,0.153
42211,Los Villares de Soria,Soria,83,83,0.083
42212,Villasayas,Soria,66,66,0.066
42213,Villaseca de Arciel,Soria,24,24,0.024
42215,Vinuesa,Soria,836,836,0.836
42216,Vizmanos,Soria,28,28,0.028
42217,Vozmediano,Soria,38,38,0.038
42218,Yanguas,Soria,116,116,0.116
42219,Yelo,Soria,47,47,0.047
43001,Aiguamúrcia,Tarragona,957,957,0.957
43002,Albinyana,Tarragona,2497,2497,2.497
43003,L'Albiol,Tarragona,519,519,0.519
43004,Alcanar,Tarragona,9574,9574,9.574
43005,Alcover,Tarragona,5184,5184,5.184
43904,L'Aldea,Tarragona,4190,4190,4.19
43006,Aldover,Tarragona,920,920,0.92
43007,L'Aleixar,Tarragona,930,930,0.93
43008,Alfara de Carles,Tarragona,376,376,0.376
43009,Alforja,Tarragona,1842,1842,1.842
43010,Alió,Tarragona,481,481,0.481
43011,Almoster,Tarragona,1325,1325,1.325
43012,Altafulla,Tarragona,5496,5496,5.496
43013,L'Ametlla de Mar,Tarragona,7162,7162,7.162
43906,L'Ampolla,Tarragona,3446,3446,3.446
43014,Amposta,Tarragona,21228,21228,21.228
43016,L'Arboç,Tarragona,5614,5614,5.614
43015,Arbolí,Tarragona,124,124,0.124
43017,L'Argentera,Tarragona,125,125,0.125
43018,Arnes,Tarragona,441,441,0.441
43019,Ascó,Tarragona,1619,1619,1.619
43020,Banyeres del Penedès,Tarragona,3288,3288,3.288
43021,Barberà de la Conca,Tarragona,474,474,0.474
43022,Batea,Tarragona,1883,1883,1.883
43023,Bellmunt del Priorat,Tarragona,283,283,0.283
43024,Bellvei,Tarragona,2300,2300,2.3
43025,Benifallet,Tarragona,737,737,0.737
43026,Benissanet,Tarragona,1141,1141,1.141
43027,La Bisbal de Falset,Tarragona,219,219,0.219
43028,La Bisbal del Penedès,Tarragona,3826,3826,3.826
43029,Blancafort,Tarragona,396,396,0.396
43030,Bonastre,Tarragona,726,726,0.726
43031,Les Borges del Camp,Tarragona,2092,2092,2.092
43032,Bot,Tarragona,560,560,0.56
43033,Botarell,Tarragona,1089,1089,1.089
43034,Bràfim,Tarragona,690,690,0.69
43035,Cabacés,Tarragona,311,311,0.311
43036,Cabra del Camp,Tarragona,1228,1228,1.228
43037,Calafell,Tarragona,28348,28348,28.348
43903,Camarles,Tarragona,3263,3263,3.263
43038,Cambrils,Tarragona,34970,34970,34.97
43907,La Canonja,Tarragona,5971,5971,5.971
43039,Capafonts,Tarragona,120,120,0.12
43040,Capçanes,Tarragona,392,392,0.392
43041,Caseres,Tarragona,224,224,0.224
43042,Castellvell del Camp,Tarragona,2886,2886,2.886
43043,El Catllar,Tarragona,4749,4749,4.749
43045,Colldejou,Tarragona,167,167,0.167
43046,Conesa,Tarragona,106,106,0.106
43047,Constantí,Tarragona,6761,6761,6.761
43048,Corbera d'Ebre,Tarragona,990,990,0.99
43049,Cornudella de Montsant,Tarragona,970,970,0.97
43050,Creixell,Tarragona,3901,3901,3.901
43051,Cunit,Tarragona,13984,13984,13.984
43901,Deltebre,Tarragona,11557,11557,11.557
43053,Duesaigües,Tarragona,234,234,0.234
43054,L'Espluga de Francolí,Tarragona,3720,3720,3.72
43055,Falset,Tarragona,2742,2742,2.742
43056,La Fatarella,Tarragona,919,919,0.919
43057,La Febró,Tarragona,41,41,0.041
43058,La Figuera,Tarragona,115,115,0.115
43059,Figuerola del Camp,Tarragona,338,338,0.338
43060,Flix,Tarragona,3449,3449,3.449
43061,Forès,Tarragona,48,48,0.048
43062,Freginals,Tarragona,394,394,0.394
43063,La Galera,Tarragona,728,728,0.728
43064,Gandesa,Tarragona,3088,3088,3.088
43065,Garcia,Tarragona,534,534,0.534
43066,Els Garidells,Tarragona,197,197,0.197
43067,Ginestar,Tarragona,780,780,0.78
43068,Godall,Tarragona,635,635,0.635
43069,Gratallops,Tarragona,240,240,0.24
43070,Els Guiamets,Tarragona,276,276,0.276
43071,Horta de Sant Joan,Tarragona,1141,1141,1.141
43072,El Lloar,Tarragona,113,113,0.113
43073,Llorac,Tarragona,92,92,0.092
43074,Llorenç del Penedès,Tarragona,2376,2376,2.376
43076,Marçà,Tarragona,613,613,0.613
43075,Margalef,Tarragona,105,105,0.105
43077,Mas de Barberans,Tarragona,574,574,0.574
43078,Masdenverge,Tarragona,1112,1112,1.112
43079,Masllorenç,Tarragona,504,504,0.504
43080,La Masó,Tarragona,283,283,0.283
43081,Maspujols,Tarragona,830,830,0.83
43082,El Masroig,Tarragona,499,499,0.499
43083,El Milà,Tarragona,193,193,0.193
43084,Miravet,Tarragona,687,687,0.687
43085,El Molar,Tarragona,300,300,0.3
43086,Montblanc,Tarragona,7468,7468,7.468
43088,Montbrió del Camp,Tarragona,3006,3006,3.006
43089,Montferri,Tarragona,398,398,0.398
43090,El Montmell,Tarragona,1735,1735,1.735
43091,Mont-ral,Tarragona,169,169,0.169
43092,Mont-roig del Camp,Tarragona,12811,12811,12.811
43093,Móra d'Ebre,Tarragona,5643,5643,5.643
43094,Móra la Nova,Tarragona,3107,3107,3.107
43095,El Morell,Tarragona,3727,3727,3.727
43096,La Morera de Montsant,Tarragona,166,166,0.166
43097,La Nou de Gaià,Tarragona,617,617,0.617
43098,Nulles,Tarragona,516,516,0.516
43100,Els Pallaresos,Tarragona,4874,4874,4.874
43099,La Palma d'Ebre,Tarragona,334,334,0.334
43101,Passanant i Belltall,Tarragona,166,166,0.166
43102,Paüls,Tarragona,562,562,0.562
43103,Perafort,Tarragona,1287,1287,1.287
43104,El Perelló,Tarragona,2842,2842,2.842
43105,Les Piles,Tarragona,219,219,0.219
43106,El Pinell de Brai,Tarragona,997,997,0.997
43107,Pira,Tarragona,498,498,0.498
43108,El Pla de Santa Maria,Tarragona,2340,2340,2.34
43109,La Pobla de Mafumet,Tarragona,4044,4044,4.044
43110,La Pobla de Massaluca,Tarragona,341,341,0.341
43111,La Pobla de Montornès,Tarragona,3002,3002,3.002
43112,Poboleda,Tarragona,330,330,0.33
43113,El Pont d'Armentera,Tarragona,489,489,0.489
43141,Pontils,Tarragona,138,138,0.138
43114,Porrera,Tarragona,430,430,0.43
43115,Pradell de la Teixeta,Tarragona,163,163,0.163
43116,Prades,Tarragona,610,610,0.61
43117,Prat de Comte,Tarragona,185,185,0.185
43118,Pratdip,Tarragona,683,683,0.683
43119,Puigpelat,Tarragona,1192,1192,1.192
43120,Querol,Tarragona,547,547,0.547
43121,Rasquera,Tarragona,841,841,0.841
43122,Renau,Tarragona,156,156,0.156
43123,Reus,Tarragona,105981,105981,105.981
43124,La Riba,Tarragona,576,576,0.576
43125,Riba-roja d'Ebre,Tarragona,1096,1096,1.096
43126,La Riera de Gaià,Tarragona,1745,1745,1.745
43127,Riudecanyes,Tarragona,1182,1182,1.182
43128,Riudecols,Tarragona,1219,1219,1.219
43129,Riudoms,Tarragona,6663,6663,6.663
43130,Rocafort de Queralt,Tarragona,229,229,0.229
43131,Roda de Berà,Tarragona,7154,7154,7.154
43132,Rodonyà,Tarragona,508,508,0.508
43133,Roquetes,Tarragona,8167,8167,8.167
43134,El Rourell,Tarragona,402,402,0.402
43135,Salomó,Tarragona,542,542,0.542
43905,Salou,Tarragona,28314,28314,28.314
43136,Sant Carles de la Ràpita,Tarragona,14986,14986,14.986
43137,Sant Jaume dels Domenys,Tarragona,2665,2665,2.665
43902,Sant Jaume d'Enveja,Tarragona,3557,3557,3.557
43138,Santa Bàrbara,Tarragona,3746,3746,3.746
43139,Santa Coloma de Queralt,Tarragona,2709,2709,2.709
43140,Santa Oliva,Tarragona,3429,3429,3.429
43142,Sarral,Tarragona,1547,1547,1.547
43143,Savallà del Comtat,Tarragona,53,53,0.053
43144,La Secuita,Tarragona,1728,1728,1.728
43145,La Selva del Camp,Tarragona,5706,5706,5.706
43146,Senan,Tarragona,42,42,0.042
43044,La Sénia,Tarragona,5587,5587,5.587
43147,Solivella,Tarragona,644,644,0.644
43148,Tarragona,Tarragona,136150,136150,136.15
43149,Tivenys,Tarragona,904,904,0.904
43150,Tivissa,Tarragona,1636,1636,1.636
43151,La Torre de Fontaubella,Tarragona,126,126,0.126
43152,La Torre de l'Espanyol,Tarragona,603,603,0.603
43153,Torredembarra,Tarragona,17023,17023,17.023
43154,Torroja del Priorat,Tarragona,143,143,0.143
43155,Tortosa,Tarragona,33686,33686,33.686
43156,Ulldecona,Tarragona,6402,6402,6.402
43157,Ulldemolins,Tarragona,402,402,0.402
43158,Vallclara,Tarragona,93,93,0.093
43159,Vallfogona de Riucorb,Tarragona,79,79,0.079
43160,Vallmoll,Tarragona,1809,1809,1.809
43161,Valls,Tarragona,24581,24581,24.581
43162,Vandellòs i l'Hospitalet de l'Infant,Tarragona,6607,6607,6.607
